"Analisis structural equation modelling (sem) menggunakan AMOS 26",310.0,"Ilmu-ilmu sosial",KB-869315
"Belajar sendiri VBA Macro excel untuk pemula",6.0,"Karya umum",KB-592994
"Mata dan manusia laut",813.0,Kesusastraan,KB-263368
"Pengantar ilmu politik",320.0,"Ilmu-ilmu sosial",KB-058828
"Menggambar rancang bangun 2D dengan autocad",620.0,"Ilmu-ilmu terapan",KB-350250
"Fenomena iklim global, perubahan iklim, dan dampaknya di indonesia",552.0,"Ilmu-ilmu murni",KB-411417
"Filsafat Politik dan Kotak Pandora Abad ke-21 Edisi 2",320.0,"Ilmu-ilmu sosial",KB-813476
"Mengapa negara gagal : why nations fail awal mula kekuasaan kemakmuran dan kemiskinan",352.0,"Ilmu-ilmu sosial",KB-887573
"Metode penelitian dalam implementasi ragam analisis untuk penulisan skripsi tesis, dan disertasi",1.0,"Karya umum",KB-375211
"Genom kisah manusia dalam 23 bab",218.0,Agama,KB-517526
"Mikrobiologi dasar",616.0,"Ilmu-ilmu terapan",KB-812987
"Pajak E-commerce",336.0,"Ilmu-ilmu sosial",KB-963829
"Hukum pidana positif penghinaan (edisi revisi)",345.0,"Ilmu-ilmu sosial",KB-802760
"Antropologi linguistik",306.0,"Ilmu-ilmu sosial",KB-515174
"Ekonomi kelembagaan studi kasus sektor transportasi",330.0,"Ilmu-ilmu sosial",KB-719875
"Memahami film Ed.2",778.0,"Kesenian, hiburan, dan olahraga",KB-506714
"Dari Ekologi manusia ke ekologi politik",304.0,"Ilmu-ilmu sosial",KB-120806
"Memacu kreativitas melalui bermain",372.0,"Ilmu-ilmu sosial",KB-787738
"Pengelolaan keuangan desa dan aset desa",352.0,"Ilmu-ilmu sosial",KB-512827
"Sistem peradilan pidana",345.0,"Ilmu-ilmu sosial",KB-595058
"Kanker : biografi suatu penyakit",617.0,"Ilmu-ilmu terapan",KB-492171
"Panduan adobe illustrator",7.0,"Karya umum",KB-852325
"Optimis rasional evolusi kemakmuran",150.0,Filsafat,KB-225474
"Kontrak pemerintah konsep, ragam, perkembangan regulasi dan kajian putusan",352.0,"Ilmu-ilmu sosial",KB-346220
"Mengenal mineral secara megaskopis : petunjuk praktis geolog pemula dan ilmuawan ilmu kebumian",334.0,"Ilmu-ilmu sosial",KB-584363
"Desain Pembelajaran",371.0,"Ilmu-ilmu sosial",KB-506712
"Warisan nusantara : kumpulan cerita rakyat pilihan",813.0,Kesusastraan,KB-247127
"Pengantar manajemen",658.0,"Ilmu-ilmu terapan",KB-968404
"Pemanfaatan dan pengelolaan lahan rawa : kearifan, kebijakan, dan keberlanjutan",578.0,"Ilmu-ilmu murni",KB-215643
"Ethnomathematics : teori dan implementasinya suatu pengantar",510.0,"Ilmu-ilmu murni",KB-446930
"Estetika : jalinan subjek, objek, dan nilai",112.0,Filsafat,KB-749882
"Padang lamun : dalam upaya pengendalian emisi karbon studi kasus perairan pulau pari teluk jakarta",551.0,"Ilmu-ilmu murni",KB-820904
"Praktik peradilan perdata : teknis dan kiat menangani perkara di pengadilan",347.0,"Ilmu-ilmu sosial",KB-838779
"Data mining algoritma dan implementasi",5.0,"Karya umum",KB-289407
"Pengantar Ilmu Politik",320.0,"Ilmu-ilmu sosial",KB-442199
"Restorasi sungai  river restoration",551.0,"Ilmu-ilmu murni",KB-594078
"Buku ajar parasitologi : buku pegangan kuliah mahasiswa biologi dan pendidikan biologi",579.0,"Ilmu-ilmu murni",KB-831853
"Metodologi penelitian kuantitatif",1.0,"Karya umum",KB-655298
"Sains perubahan iklim",577.0,"Ilmu-ilmu murni",KB-150589
"Ekologi ikan perairan tropis : biodiversitas, adaptasi, ancaman dan pengelolaanya",577.0,"Ilmu-ilmu murni",KB-235175
"Kalkulus untuk perguruan tinggi : memahami kalkulus dengan berbagai soal dan latihan",515.0,"Ilmu-ilmu murni",KB-985361
"Ekonomi teknik",330.0,"Ilmu-ilmu sosial",KB-793578
"Analisis kebijakan publik panduan praktis mengkaji masalah dan kebijakan sosial",352.0,"Ilmu-ilmu sosial",KB-270911
"Auditing : teori dan praktik dasar pemeriksaan akuntan publik",657.0,"Ilmu-ilmu terapan",KB-871975
"Dasar-dasar manajemen",658.0,"Ilmu-ilmu terapan",KB-589089
"Smart english grammar : simple, meaningful, & argynebtative cara mudah mahir grammar",425.0,Bahasa,KB-112390
"Pengelolaan perikanan indonesia",639.0,"Ilmu-ilmu terapan",KB-414894
"Pendidikan yang berkebudayaan : histori, konsepsi, dan aktualisasi pendidikan transformatif",370.0,"Ilmu-ilmu sosial",KB-484053
"This is marketing : anda tidak akan terlihat sebelum anda belajar melihat",659.0,"Ilmu-ilmu terapan",KB-753047
"Hots dalam pembelajaran matematika : kompilasi dan analisis hasil penelitian",510.0,"Ilmu-ilmu murni",KB-513538
"Peptida dari biota laut (berbasis kurikulum merdeka belajar kampus merdeka)",577.0,"Ilmu-ilmu murni",KB-524502
"Pembelajaran berbasis android pada pengenalan elektronik smart disabilities (ESMAD)",5.0,"Karya umum",KB-846358
"Audit kinerja : mendorong peningkatan value organisasi pemerintah dalam mewujudkan world clas government",658.0,"Ilmu-ilmu terapan",KB-976491
"How to get smart in vocabulary : for daily conversation",413.0,Bahasa,KB-208096
"Pengantar akuntansi berdasarkan SAK ETAP dan IFRS Ed. III",657.0,"Ilmu-ilmu terapan",KB-059457
"Strategi meraih keunggulan kompetitif di era industri 4.0",658.0,"Ilmu-ilmu terapan",KB-535894
"Hamidah (sebuah novel)",813.0,Kesusastraan,KB-544120
"Bahan ajar jaringan dan komunikasi data",5.0,"Karya umum",KB-990411
"Calung penyukat",811.0,Kesusastraan,KB-584948
"Semakin miang semakin disayang : kumpulan kolom temberang batam pos",813.0,Kesusastraan,KB-635753
"Pipa air mata: cerpen pilihan riau pos 2008",813.0,Kesusastraan,KB-911387
"Burung burung yang mengkapling surga",813.0,Kesusastraan,KB-206184
"PENYAIR CAKRAWALA SASTRA INDONESIA",800.0,Kesusastraan,KB-549048
"Buku Panduan festival sastra internasional gunung Bintan 2018",910.0,"Geografi dan sejarah",KB-462586
"Festival sastra internasional gunung bintan 2019",910.0,"Geografi dan sejarah",KB-718995
"Panduan kreatif membuat bahan ajar inovatif",371.0,"Ilmu-ilmu sosial",KB-254611
"Pengantar statistika",520.0,"Ilmu-ilmu murni",KB-598116
"Metode penelitian terapan",370.0,"Ilmu-ilmu sosial",KB-715698
"Melawan Konsolidasi oligarki",322.0,"Ilmu-ilmu sosial",KB-278050
"20 Minute manager finance basic",658.0,"Ilmu-ilmu terapan",KB-331041
"Aneka relasi manusia menurut gurindam dua belas raja ali haji",899.0,Kesusastraan,KB-079273
"Kejahatan Terhadap Kesusilaan dan Masalah Prevensinya",364.0,"Ilmu-ilmu sosial",KB-348211
"Menguak negeri air mata Nadi Hang Tuah",899.0,Kesusastraan,KB-152064
"Sehimpun sajak tuah uzlah",813.0,Kesusastraan,KB-922992
"Memburu Kasih Perempuan Sampan",800.0,Kesusastraan,KB-577259
"Jazirah sepuluh  palung kerinduan (antologi puisi)",813.0,Kesusastraan,KB-027982
"Ayat-ayat selat sakat : kumpulan puisi pilihan riau pos 2013",811.0,Kesusastraan,KB-536108
"Sungai Rindu : Sajak-Sajak Rida K. Liamsi",811.0,Kesusastraan,KB-350438
"Lautan taj mahal (kumpulan Puisi)",811.0,Kesusastraan,KB-003401
"Kerongsang (500 pantun warisan)",399.0,"Ilmu-ilmu sosial",KB-375924
"Riwayat madah (kumpulan sajak)",811.0,Kesusastraan,KB-376596
"Bandar seri bentan : sebuah sejarah pemerintahan Kabupaten Bintan",899.0,Kesusastraan,KB-116282
"Prasasti bukit siguntang dan badai politik di kemaharajaan melayu 1160-1946",899.0,Kesusastraan,KB-430028
"Bulang cahaya sebuah novel",813.0,Kesusastraan,KB-079386
"Secangkir kopi sekanak (kumpulan puisi)",811.0,Kesusastraan,KB-547782
"Sejarah kebudayaan & pariwisata : suatu kajian guna terpelihara sebagai sumber daya ekonomi di rumpun negeri melayu",899.0,Kesusastraan,KB-781781
"Sejak kau ajari aku membaca (kumpulan puisi )",813.0,Kesusastraan,KB-265472
"Pantun Sejarah Riung negeri banjar",399.0,"Ilmu-ilmu sosial",KB-290342
"Berbisik Pada Dunia",811.0,Kesusastraan,KB-698784
"Kehalusan budi memartabatkan jati diri : tinjauan karya-karya Raja Ali Haji",399.0,"Ilmu-ilmu sosial",KB-744947
"The chronicles of mat yakin",813.0,Kesusastraan,KB-492431
"Bahasa melayu kepulauan riau tumpah darah bahasa indonesia",499.0,Bahasa,KB-683849
"Jazirah Lima : Angin, Ombak dan Gemuruh Rindu",811.0,Kesusastraan,KB-181231
"Yang tampil beda setelah chairil",811.0,Kesusastraan,KB-600419
"Cogan Intan pergam sakti jilid 1",808.0,Kesusastraan,KB-179626
"Dari belaras ke semenanjung: kumpulan karya jurnalistik rida award 2007",70.0,"Karya umum",KB-418103
"Maliki dan proposal kepada tuhan (kumpulan cerpen)",813.0,Kesusastraan,KB-212660
"Energi minyak keadilan yang terkoyak : potret deviasi budaya bangsa",813.0,Kesusastraan,KB-894405
"Seroean kemadjoean : puisi pergerakan perempuan di Sumatra Utara 1919-1941",813.0,Kesusastraan,KB-236555
"Demi masa (sebuah novel)",813.0,Kesusastraan,KB-263899
"MAHMUD JADI DUA KUMPULAN KOLOM TEMBERANG BATAM POS",810.0,Kesusastraan,KB-327087
"Lelaki dan tangkai sapu",813.0,Kesusastraan,KB-100142
"Santet Tujuh Pulau rnKumpulan Cerita Pendek",800.0,Kesusastraan,KB-817016
"Sejarah melayu : siri kajian sastra fajar bakti",899.0,Kesusastraan,KB-190226
"Tuhfat a-nafis : Raja Ali Haji Ahmad dan Raja Ali Haji",899.0,Kesusastraan,KB-652526
"Megat : sebuah novel",811.0,Kesusastraan,KB-333478
"Perempuan yang menunggu: kumpulan cerpen",813.0,Kesusastraan,KB-423954
"Selak Bidai Lepak Subang Tun Irang",813.0,Kesusastraan,KB-312822
"Batin Hitam meniti puncak luka (sebuah novel)",813.0,Kesusastraan,KB-936113
"Sultan mahmud riayat syah pahlawan besar gerilya laut",398.0,"Ilmu-ilmu sosial",KB-338703
"Cinta Menggelora"" Kepada Nabi Muhammad #Bershalawat & Rindu yang Indah""",811.0,Kesusastraan,KB-099149
"Kumpulan puisi secawan kopi rindu",811.0,Kesusastraan,KB-223144
"Puisi sung sang penyair 1/2 jadi",811.0,Kesusastraan,KB-184209
"Perempuan menulis (kumpulan puisi)",811.0,Kesusastraan,KB-964252
"Ulat perempuan musa rupat (kumpulan cerpen)",813.0,Kesusastraan,KB-715134
"Kotau (kumpulan puisi)",811.0,Kesusastraan,KB-824562
"Encik dawud sebuah novel",813.0,Kesusastraan,KB-233143
"Kisah kenangan penyair 5 negara : Menghimbau kenangan @ tanah merah 2",813.0,Kesusastraan,KB-648575
"Pada senja yang patah",813.0,Kesusastraan,KB-646349
"COGAN INTAN PERGAM SAKTI jilid 2",808.0,Kesusastraan,KB-181696
"Retak mencari belah kumpulan puisi",811.0,Kesusastraan,KB-029450
"Samudera kasih ibu bapak (kumpulan puisi)",100.0,Filsafat,KB-588145
"Kumpulan puisi bertuah",811.0,Kesusastraan,KB-841021
"Destar Bayan Hulu",808.0,Kesusastraan,KB-744290
"Sultan, Tanjak, Keris Tak malu kita jadi melayu sekegat sajak karya Musa Ismail",899.0,Kesusastraan,KB-589716
"Engku puteri raja hamidah pemegang regalia kerajaan Riau",899.0,Kesusastraan,KB-026627
"Antologi puisi jazirah jejak hang tuah dalam puisi",811.0,Kesusastraan,KB-508177
"Kumpulan sajak-sajak rumahitam rumah kita",811.0,Kesusastraan,KB-419492
"Matahari cinta samudera kata (antologi puisi hari puisi indonesia 2016 216 penyair indonesia)",811.0,Kesusastraan,KB-552706
"Preman simpang",811.0,Kesusastraan,KB-321207
"Hang tuah dan jejak sejarahnya (sebuah rekonstruksi sejarah )",920.0,"Geografi dan sejarah",KB-914542
"Budak dompak bintang selatan yang redup",813.0,Kesusastraan,KB-341446
"Bermaknalah walau hanya menjadi sebutir pasir : pengalaman hidup Wan Thamrin Hasyim",920.0,"Geografi dan sejarah",KB-993162
"Perempuan bulan",813.0,Kesusastraan,KB-760666
"Luka sejarah Husin Syah 66 tahun kesepian sebuah novel",813.0,Kesusastraan,KB-053636
"Akal budi adikarya sulalat al- Salatin",899.0,Kesusastraan,KB-350715
"MAHMUD SANG PEMBANGKANG",813.0,Kesusastraan,KB-383070
"Kampung kusta (kumpulan karya jurnalistik rida awar 2008)",70.0,"Karya umum",KB-596415
"Memelihara Warisan Yang Agung",950.0,"Geografi dan sejarah",KB-482675
"80 Tahun Hasan Junus noblesse oblige",924.0,"Geografi dan sejarah",KB-697137
"Gila Bayang",811.0,Kesusastraan,KB-055801
"Jikalau Laut Dinyalakan",811.0,Kesusastraan,KB-496076
"Kumpulan Madah puisi puji syukur",811.0,Kesusastraan,KB-669965
"Langit, melayu, dan aras mustari (wisata pemikiran dalam percikan langit)",899.0,Kesusastraan,KB-292728
"Duanu yang terancam punah ( kumpulan karya jurnalistik Rida award 2013 )",70.0,"Karya umum",KB-766733
"Pengantar ekonomi islam",297.0,Agama,KB-459248
"Ekonomi pembangunan islam",297.0,Agama,KB-914878
"Matahari sastra riau: antologi puisi, cerpen, dan esai 2017",811.0,Kesusastraan,KB-826697
"Pulang ke rahim emak : kumpulan puisi",811.0,Kesusastraan,KB-873325
"Tamsil syair api ( sajak pilihan riau pos 2008)",811.0,Kesusastraan,KB-605753
"Melabuh kesumat : cerpen pilihan Riau pos 2013",813.0,Kesusastraan,KB-071452
"Perjalanan kelekatu ke republik jangkrik",809.0,Kesusastraan,KB-838915
"Kumpulan puisi : luka merpati",899.0,Kesusastraan,KB-636059
"Jazirah delapan : ombak camar, dan kerinduan (antologi puisi)",811.0,Kesusastraan,KB-181157
"Sebuah lembah kunamakan tanah air",811.0,Kesusastraan,KB-318705
Kalut,813.0,Kesusastraan,KB-797001
"Kumpulan esai Riau Pos 2009 sastra yang gundah",809.0,Kesusastraan,KB-784645
"Menghimbau kenangan @ tanah merah",899.0,Kesusastraan,KB-490342
"Rumah doa",819.0,Kesusastraan,KB-057637
"77 Sosok terkemuka Kepri",900.0,"Geografi dan sejarah",KB-190656
"Jazirah 2: segera sakti rantau bertuah",811.0,Kesusastraan,KB-116256
"Aljabar linear, matriks dan vektor",512.0,"Ilmu-ilmu murni",KB-354821
"Anak, perempuan dan sustainable development goals (sdgs)",362.0,"Ilmu-ilmu sosial",KB-884791
"Metodologi penelitian zoologi sastra",1.0,"Karya umum",KB-738542
"Pelaporan spt orang pribadi dengan e-form dan e-filing",657.0,"Ilmu-ilmu terapan",KB-149314
Biogeokimia,577.0,"Ilmu-ilmu murni",KB-293563
"Undang-undang republik indonesia nomor 28 tahun 2014 tentang hak cipta",348.0,"Ilmu-ilmu sosial",KB-400102
"Undang-undang republik indonesia nomor 13 tahun 2016 tentang paten",348.0,"Ilmu-ilmu sosial",KB-424384
"Prinsip teori informasi kuantum",530.0,"Ilmu-ilmu murni",KB-610254
"Politik perkawinan : dualitas praktik sosial masyarakat minangkabau",393.0,"Ilmu-ilmu sosial",KB-792264
"Pemrograman matlab : untuk sistem informasi geografis berbasis kecerdasan buatan",5.0,"Karya umum",KB-411703
"Perencanaan penganggaran berbasis hak anak",352.0,"Ilmu-ilmu sosial",KB-301710
"Ekonomi internasional: sejarah, teori, konsep dan permasalahan dalam aplikasinya ed.2",337.0,"Ilmu-ilmu sosial",KB-684278
"Potensi indonesia menjadi negara maju",331.0,"Ilmu-ilmu sosial",KB-085763
"Jaringan syaraf tiruan : sistem kecerdasan tiruan dengan kemampuan belajar dan adaptasi",6.0,"Karya umum",KB-976409
"Gelombang elektromagnetik",621.0,"Ilmu-ilmu terapan",KB-072450
"Public relation suatu pengantar",659.0,"Ilmu-ilmu terapan",KB-179829
"Penyimpanan lestari limbah radio aktif pltn tinjauan aplikasinya di dunia",364.0,"Ilmu-ilmu sosial",KB-563905
"Perancangan basis data",5.0,"Karya umum",KB-513033
"Kependudukan dalam perencanaan wilayah dan kota",364.0,"Ilmu-ilmu sosial",KB-394772
"Penindasan daerah pada sumber qubit untuk aplikasi kuantum",530.0,"Ilmu-ilmu murni",KB-939292
"Pengukuran dan perencanaan sistem komunikasi seluler",60.0,"Karya umum",KB-175503
"Uji statistik berbatuan spss untuk penelitian pendidikan",311.0,"Ilmu-ilmu sosial",KB-084550
"Undang-undang republik indonesia nomor 1 tahun 2016 tentang penjaminan",348.0,"Ilmu-ilmu sosial",KB-828801
"Undang-undang republik indonesia nomor 3 tahun 2017 tentang sistem terbarukan",348.0,"Ilmu-ilmu sosial",KB-208732
"Undang-undang republik indonesia nomor 32 tahun 2014 tentang kelautan",348.0,"Ilmu-ilmu sosial",KB-020544
"Undang-undang republik indonesia nomor 1 tahun 2014 tentang perubahan atas uu nomor 27 th 2007 tentang pengelolaan wilah pesisir dan pulau-pulau kecil",348.0,"Ilmu-ilmu sosial",KB-320701
"Undang-undang republik indonesia nomor 7 tahun 2016 tentang perlindungan dan permberdayaan nelayan, pembudi daya ikan, dan petambak garam",348.0,"Ilmu-ilmu sosial",KB-504123
"Analisis laporan keuangan ed.2",657.0,"Ilmu-ilmu terapan",KB-538112
"Metodologi penelitian pendidikan",371.0,"Ilmu-ilmu sosial",KB-683773
"Analisis kinerja radar tahap proses pemodelan",621.0,"Ilmu-ilmu terapan",KB-576004
"Kearifan lokal, budaya dan pemimpin perubahan",303.0,"Ilmu-ilmu sosial",KB-685471
"Metode fuzzy inference system tsukamoto : perhitungan optimasi jumlah produksi",511.0,"Ilmu-ilmu murni",KB-575193
"Microcontroller menguasai arduino",630.0,"Ilmu-ilmu terapan",KB-483993
"Metode numerik dengan matlab ed.2",4015.0,"Geografi dan sejarah",KB-214020
"Biodiversitas flora dan fauna universitas lampung",571.0,"Ilmu-ilmu murni",KB-371901
"Belajar mudah python dengan package open source",5.0,"Karya umum",KB-177722
"Kebijakan publik teori dan praktek model-model pengelolaan pembangunan daerah",321.0,"Ilmu-ilmu sosial",KB-921873
"Komunikasi pembangunan berkelanjutan",302.0,"Ilmu-ilmu sosial",KB-355227
"Kinerja bank umum syariah seri monograf",297.0,Agama,KB-985817
"Kawasan pembangunan semeja ed.2",340.0,"Ilmu-ilmu sosial",KB-483060
"Geologi teknik",624.0,"Ilmu-ilmu terapan",KB-165491
"Metodologi penelitian ekonomi dan bisnis : dilengkapi alat bantu minitab untuk pengolahan data ed.2",330.0,"Ilmu-ilmu sosial",KB-671726
"Indonesia-israel : Menimbang peluang hubungan diplomatik",327.0,"Ilmu-ilmu sosial",KB-127822
"Transplantasi Hukum : Hukum barat dalam reformasi hukum islam",341.0,"Ilmu-ilmu sosial",KB-089323
"Instrumentasi fisika",531.0,"Ilmu-ilmu murni",KB-359025
"Identifikasi pola sinyal dengan menggunakan teknik neural networks ed.2",6.0,"Karya umum",KB-703830
"Morfologi bahasa indonesia",416.0,Bahasa,KB-650920
"Monitor (crt) digital komputer ed.2",5.0,"Karya umum",KB-037313
"Urban 2050 ledakan perkotaan di indonesia karena mobilitas penduduk dan kebijakan poros maritim",304.0,"Ilmu-ilmu sosial",KB-494477
"Ideologi islam, barat, dan amerika : Potret sejarah global kepentingan dalam pertarungan diskursif",321.0,"Ilmu-ilmu sosial",KB-886360
"Kebijakan birokrasi dan pelayanan publik tinjuan kritis ilmu administrasi negara",351.0,"Ilmu-ilmu sosial",KB-563010
"Entitas-entitas baru eks mataram",959.0,"Geografi dan sejarah",KB-263702
"Ensiklopedia basis data dan pemrograman komputer",4.0,"Karya umum",KB-667910
"Akuntansi biaya (pencatatan dan kelola biaya )",657.0,"Ilmu-ilmu terapan",KB-649172
"Gunung dan sungai dalam alquran",297.0,Agama,KB-236577
Mekatronika,620.0,"Ilmu-ilmu terapan",KB-787097
"Merger & akuisisi : perspektif strategis dan kondisi indonesia",339.0,"Ilmu-ilmu sosial",KB-015476
"Analisis dan desain berorientasi objek ed.2",1.0,"Karya umum",KB-915738
"Australian english : authentic english conversations",422.0,Bahasa,KB-040754
"Merawat bumi",300.0,"Ilmu-ilmu sosial",KB-082489
"Manajemen mutu pendidikan",371.0,"Ilmu-ilmu sosial",KB-281018
"British english authentic english conversations : dan beberapa kilas states of the arts dalam dunia linguistik pragmatik",422.0,Bahasa,KB-270723
"Dasar-dasar perancangan dan evaluasi pembelajaran ed.2",371.0,"Ilmu-ilmu sosial",KB-221376
"Aplikatif logika & algoritma (dengan C++, C# dan Java)",5.0,"Karya umum",KB-955597
"Media massa islam: sejarah, dinamika dan perannya di masyarakat",302.0,"Ilmu-ilmu sosial",KB-968783
"Aktivasi potensi kecerdasan logik-matematik",153.0,Filsafat,KB-489245
"Penataan ruang berbasis kearifan lokal : implikasi penataan ruang terhadap hak ulayat masyarakat hukum adat",711.0,"Kesenian, hiburan, dan olahraga",KB-370052
"Evaluasi dan asesmen pembelajaran",371.0,"Ilmu-ilmu sosial",KB-043421
"Global positioning system : sebuah pengantar untuk metode, sistem dan perancangan sistem ed.2",385.0,"Ilmu-ilmu sosial",KB-996173
"Kamus kepustakawanan indonesia ed.4",20.0,"Karya umum",KB-364081
"Ilmu dan teknologi biomaterial",610.0,"Ilmu-ilmu terapan",KB-661541
"Bahagia di tempat kerja",158.0,Filsafat,KB-618312
"Dasar-dasar manajemen",658.0,"Ilmu-ilmu terapan",KB-589089
"Pengembangan asesmen pendidikan",371.0,"Ilmu-ilmu sosial",KB-128771
"Pajak penghasilan orang pribadi",336.0,"Ilmu-ilmu sosial",KB-999175
"Protein dalam biomedik prinsip dasar dan analisis",572.0,"Ilmu-ilmu murni",KB-527803
"Dasar bionformatika dengan R",6.0,"Karya umum",KB-676415
"Pengelolaan sedimen terpadu",628.0,"Ilmu-ilmu terapan",KB-098826
"Bioinformatika dengan R tingkat lanjut",6.0,"Karya umum",KB-659777
Koperasi,334.0,"Ilmu-ilmu sosial",KB-030733
"Bimbingan konseling perkembangan remaja",371.0,"Ilmu-ilmu sosial",KB-844204
"Kepemimpinan budaya organisasi dan manajemen strategik ed.2",303.0,"Ilmu-ilmu sosial",KB-019747
"Kamus matematika bergambar",510.0,"Ilmu-ilmu murni",KB-509975
"Model administratif ppatk ed.2",350.0,"Ilmu-ilmu sosial",KB-243416
"E-tax : e-registration, e-billing, e-spt masa pph pasal 21-26 dan e-spt tahunan pph badan",336.0,"Ilmu-ilmu sosial",KB-216466
"Perlindungan hukum pekerja perempuan : Kajian perbandingan hukum di indonesia dan malaysia",345.0,"Ilmu-ilmu sosial",KB-429340
"Permainan tradisional untuk anak usia dini",790.0,"Kesenian, hiburan, dan olahraga",KB-761602
"Pemrograman matlab ed.2",5.0,"Karya umum",KB-817351
"Teori hukum dan konstitusi untuk calon guru ppkn",342.0,"Ilmu-ilmu sosial",KB-428306
"soal dan jawab Matematika dengan matlab ed.3",510.0,"Ilmu-ilmu murni",KB-350411
"Communication strategies and their linguistic features",420.0,Bahasa,KB-286622
"Takkan sanggup bertahan hidup tanpa air",364.0,"Ilmu-ilmu sosial",KB-784231
"Psikologi komunikasi",154.0,Filsafat,KB-462087
"Pembangunan kelautan dan kewilayahan ed. 2",340.0,"Ilmu-ilmu sosial",KB-883773
"Pengembangan wilayah konsep dan teori ed.2",340.0,"Ilmu-ilmu sosial",KB-619598
"Rekayasa zeolit untuk mengolah limbah",667.0,"Ilmu-ilmu terapan",KB-194453
"Wireless sensor network dan internet of things aplikasi dalam sistem monitoring ternak sapi",5.0,"Karya umum",KB-625496
"Akuntansi keuangan lanjutan : pengembangan usaha dan kerjasama bisnis",657.0,"Ilmu-ilmu terapan",KB-798406
"PID dan kompensator",630.0,"Ilmu-ilmu terapan",KB-233314
"Mahir berlatih visual studio 2012",7.0,"Karya umum",KB-007021
"Spektrum teori sosial",300.0,"Ilmu-ilmu sosial",KB-826396
"Komunikasi antar individu",302.0,"Ilmu-ilmu sosial",KB-535476
"Energi terbarukan",621.0,"Ilmu-ilmu terapan",KB-638633
"Ilmu komunikasi tradisi, perspektif dan teori",302.0,"Ilmu-ilmu sosial",KB-940326
"Perbuatan melawan hukum komisaris terhadap pemberhentian sementara direksi perseroan terbatas",346.0,"Ilmu-ilmu sosial",KB-957299
"Pemodelan dinamika sistem kendali",5.0,"Karya umum",KB-078068
"Kebijakan pembangunan kelautan dan perikanan indonesia",334.0,"Ilmu-ilmu sosial",KB-745513
"Eksistensi dan peranan lembaga pengawas dan pengatur (LPP) dalam rezim anti pencucian uang",353.0,"Ilmu-ilmu sosial",KB-717002
"Diskursus penanganan pelanggaran pemilu dan pembentukan peradilan pemilu",325.0,"Ilmu-ilmu sosial",KB-779628
"Menepak langkah kehidupan masyarakat tengger",303.0,"Ilmu-ilmu sosial",KB-851900
"Islam dan politik di indonesia pemikiran muslim modernis pasca orde baru ed.2",297.0,Agama,KB-873695
"Simulasi kuantum dan deskripsi pada informasi kuantum",530.0,"Ilmu-ilmu murni",KB-876298
"Konstruksi realitas media massa : studi fenomenologi awak redaksi",302.0,"Ilmu-ilmu sosial",KB-865031
"Ilmu perundang- undangan",348.0,"Ilmu-ilmu sosial",KB-949068
"Intertekstualitas serat tripama : konsep dan nilai kejujuran, keteladanan serta religiositas dalam membangun negara kesatuan republik Indonesia",121.0,Filsafat,KB-147218
"Pidtool model paralel",630.0,"Ilmu-ilmu terapan",KB-220674
"Hakikat manusia dan pendidikan perspektif abad xxi",370.0,"Ilmu-ilmu sosial",KB-827211
"Keterasingan Pendidikan Nasional",370.0,"Ilmu-ilmu sosial",KB-783901
"Matematika teknik",519.0,"Ilmu-ilmu murni",KB-574941
"Ekonomi archipelago ed.2",340.0,"Ilmu-ilmu sosial",KB-814731
"Hukum administrasi pertahanan ed.2",346.0,"Ilmu-ilmu sosial",KB-958574
"Sistem informasi manajemen : tinjauan praktisi teknologi informasi",658.0,"Ilmu-ilmu terapan",KB-715104
"Metode penelitian eksperimen ed.2",1.0,"Karya umum",KB-740933
"Akuntansi biaya : pendekatan activity based costing",657.0,"Ilmu-ilmu terapan",KB-971649
"Konsep entropi pada kuantum informasi",530.0,"Ilmu-ilmu murni",KB-908171
"Studi kelayakan bisnis",658072.0,"Geografi dan sejarah",KB-756524
"Problem pendidikan dan anak korban tindak kekerasan",364.0,"Ilmu-ilmu sosial",KB-009910
"Ekonomi konvensional vs ekonomi syariah : kritik terhadap sistem ekonomi kapitalis, ekonomi sosialis, dan ekonomi islam",297.0,Agama,KB-887528
"Kajian konflik dan perdamaian",304.0,"Ilmu-ilmu sosial",KB-378280
"Geometri analitik",516.0,"Ilmu-ilmu murni",KB-314322
"Semikonduktor teori dan karakteristik",538.0,"Ilmu-ilmu murni",KB-920152
"Prinsip dasar penginderaan sensor: teori dan aplikasi",621.0,"Ilmu-ilmu terapan",KB-502670
"Pengoptimal gaussian pada kuantum informasi",621.0,"Ilmu-ilmu terapan",KB-035524
"Kawasan ekonomi masyarakat : program pengabdian masyarakat pertamina-Fw Minangkabau",308.0,"Ilmu-ilmu sosial",KB-753205
"Bahasa inggris untuk sains dan teknologi",420.0,Bahasa,KB-532100
"Filsafat pendidikan : pengantar filsafat pendidikan IPS kontemporer",300.0,"Ilmu-ilmu sosial",KB-542251
"Media pembelajaran sejarah",371.0,"Ilmu-ilmu sosial",KB-880712
"Sistem informasi manajemen ed.2",658.0,"Ilmu-ilmu terapan",KB-646706
"Pengembangan sumber daya air terpadu ed.2",627.0,"Ilmu-ilmu terapan",KB-017670
"Politik pemerintahan di ranah lokal",320.0,"Ilmu-ilmu sosial",KB-547656
"Metode six sigma teori dan aplikasi di lingkungan pabrikasi ed.3",658.0,"Ilmu-ilmu terapan",KB-051784
